guideline_id,topic,text
G00609,post-discharge follow-up,Demo evidence record 609. Recent hospitalization and repeated acute-care use are important signals for care-coordination follow-up. Context: population health. Use approved local policy and qualified clinical judgment. Synthetic portfolio evidence only.
G00610,medication reconciliation,Demo evidence record 610. Medication reconciliation after transitions of care can help identify discrepancies. Context: clinical operations. Use approved local policy and qualified clinical judgment. Synthetic portfolio evidence only.
G00611,heart failure,Demo evidence record 611. Patients with heart failure and recurrent utilization may warrant closer post-discharge monitoring. Context: care management. Use approved local policy and qualified clinical judgment. Synthetic portfolio evidence only.
G00612,chronic kidney disease,Demo evidence record 612. Kidney-function abnormalities should be interpreted with full clinical context and longitudinal laboratory history. Context: hospital discharge. Use approved local policy and qualified clinical judgment. Synthetic portfolio evidence only.
G00613,diabetes,"Demo evidence record 613. Diabetes management after discharge commonly includes review of medications, monitoring plans, and follow-up arrangements. Context: payer analytics. Use approved local policy and qualified clinical judgment. Synthetic portfolio evidence only."
G00614,COPD,Demo evidence record 614. COPD with recent acute-care utilization may indicate need for structured follow-up under local protocols. Context: population health. Use approved local policy and qualified clinical judgment. Synthetic portfolio evidence only.
G00615,readmission risk,"Demo evidence record 615. Readmission-risk models should support, not replace, clinical judgment and should be monitored for calibration and drift. Context: clinical operations. Use approved local policy and qualified clinical judgment. Synthetic portfolio evidence only."
G00616,AI safety,Demo evidence record 616. AI-generated clinical summaries should be grounded in source data and reviewed for unsupported claims. Context: care management. Use approved local policy and qualified clinical judgment. Synthetic portfolio evidence only.
G00617,post-discharge follow-up,Demo evidence record 617. Recent hospitalization and repeated acute-care use are important signals for care-coordination follow-up. Context: hospital discharge. Use approved local policy and qualified clinical judgment. Synthetic portfolio evidence only.
G00618,medication reconciliation,Demo evidence record 618. Medication reconciliation after transitions of care can help identify discrepancies. Context: payer analytics. Use approved local policy and qualified clinical judgment. Synthetic portfolio evidence only.
G00619,heart failure,Demo evidence record 619. Patients with heart failure and recurrent utilization may warrant closer post-discharge monitoring. Context: population health. Use approved local policy and qualified clinical judgment. Synthetic portfolio evidence only.
G00620,chronic kidney disease,Demo evidence record 620. Kidney-function abnormalities should be interpreted with full clinical context and longitudinal laboratory history. Context: clinical operations. Use approved local policy and qualified clinical judgment. Synthetic portfolio evidence only.
G00621,diabetes,"Demo evidence record 621. Diabetes management after discharge commonly includes review of medications, monitoring plans, and follow-up arrangements. Context: care management. Use approved local policy and qualified clinical judgment. Synthetic portfolio evidence only."
G00622,COPD,Demo evidence record 622. COPD with recent acute-care utilization may indicate need for structured follow-up under local protocols. Context: hospital discharge. Use approved local policy and qualified clinical judgment. Synthetic portfolio evidence only.
